fight_id,fighter_id,fighter_name,fighter_status,kd,n_pass,n_sub,sig_str_abs,sig_str_att,sig_str_def,sig_str_land,total_str_abs,total_str_att,total_str_def,total_str_land,td_abs,td_att,td_def,td_land,head_abs,head_att,head_def,head_land,body_abs,body_att,body_def,body_land,leg_abs,leg_att,leg_def,leg_land,distance_abs,distance_att,distance_def,distance_land,clinch_abs,clinch_att,clinch_def,clinch_land,ground_abs,ground_att,ground_def,ground_land
eba6055d217d5b99,99bd51917728c25d,Grant Dawson,W,0,0,2,4,22,3,15,26,52,3,42,1,3,0,2,1,21,2,14,1,1,0,1,2,0,1,0,2,2,3,1,1,0,0,0,1,20,0,14
eba6055d217d5b99,34e516ab361afb1c,Darrick Minner,L,0,1,2,15,7,7,4,42,29,10,26,2,1,1,1,14,3,7,1,1,1,0,1,0,3,0,2,1,5,1,2,0,1,0,1,14,1,6,1
671f42536454e541,a0e75f4a13eb73f1,Megan Anderson,W,1,1,0,5,14,11,7,14,39,11,32,1,1,2,0,1,12,8,6,4,2,1,1,0,0,2,0,1,11,10,5,4,2,1,2,0,1,0,0
671f42536454e541,d3f5d33d61cd00c9,Norma Dumont,L,0,0,0,7,16,7,5,32,25,7,14,0,3,1,1,6,9,6,1,1,5,1,4,0,2,0,0,5,11,6,1,2,5,0,4,0,0,1,0
f5b49f4c5a27e53b,cd13728ae1151f46,Ion Cutelaba,L,0,0,0,8,11,4,5,8,11,4,5,0,0,0,0,6,8,4,3,1,1,0,0,1,2,0,2,8,11,4,5,0,0,0,0,0,0,0,0
f5b49f4c5a27e53b,d802174b0c0c1f4e,Magomed Ankalaev,W,0,0,0,5,12,6,8,5,12,6,8,0,0,0,0,3,10,5,6,0,1,1,1,2,1,0,1,5,12,6,8,0,0,0,0,0,0,0,0
8a85dffa80e6c7bd,39d91e95949de3d9,Felicia Spencer,W,0,0,0,13,64,15,40,14,98,15,68,0,2,0,1,12,61,15,38,1,1,0,1,0,2,0,1,12,24,14,9,1,1,1,1,0,39,0,30
8a85dffa80e6c7bd,862b0b3375aa4b6e,Zarah Fairn,L,0,0,0,40,28,24,13,68,29,30,14,1,0,1,0,38,27,23,12,1,1,0,1,1,0,1,0,9,26,15,12,1,2,0,1,30,0,9,0
e8219ea7da46f67f,80eacd4da0617c57,Joseph Benavidez,L,0,0,0,25,94,24,46,25,94,24,46,1,2,0,0,18,63,21,28,7,13,3,8,0,18,0,10,20,78,24,36,2,16,0,10,3,0,0,0
e8219ea7da46f67f,aa72b0f831d0bfe5,Deiveson Figueiredo,W,1,0,1,46,49,48,25,46,49,48,25,0,1,2,1,28,39,35,18,8,10,5,7,10,0,8,0,36,44,42,20,10,2,6,2,0,3,0,3
af5b940f2c686524,4e30e4250cb08b61,Loma Lookboonmee,L,0,0,0,48,130,78,53,70,156,93,68,1,1,3,1,38,83,63,24,8,29,14,15,2,18,1,14,31,115,59,43,14,14,17,10,3,1,2,0
af5b940f2c686524,f0feeb2192937424,Angela Hill,W,0,0,1,53,126,77,48,68,163,88,70,1,4,0,1,24,101,59,38,15,22,14,8,14,3,4,2,43,90,72,31,10,31,4,14,0,5,1,3
ecc23234e820458d,853eb0dd5c0e2149,Kai Kara-France,W,0,0,0,50,257,103,78,52,257,103,78,0,4,4,0,34,218,97,51,11,17,6,9,5,22,0,18,48,246,98,72,2,9,5,5,0,2,0,1
ecc23234e820458d,6e00cfffd54653c4,Tyson Nam,L,0,0,0,78,153,179,50,78,155,179,52,0,4,4,0,51,131,167,34,9,17,8,11,18,5,4,5,72,146,174,48,5,7,4,2,1,0,1,0
03c2707563915d7d,8fc9ae9c7527dfcb,Callan Potter,L,0,0,0,17,15,18,7,21,17,19,8,0,1,0,1,12,14,17,6,5,1,1,1,0,0,0,0,14,12,15,5,2,3,3,2,1,0,0,0
03c2707563915d7d,32490e80ddab1e5a,Song Kenan,W,1,0,0,7,35,8,17,8,40,9,21,1,0,0,0,6,29,8,12,1,6,0,5,0,0,0,0,5,29,7,14,2,5,1,2,0,1,0,1
02bdb7a5b2986571,4d8fa64202cee4c1,Jalin Turner,W,0,0,3,12,91,16,55,12,129,18,90,0,1,3,0,7,65,14,38,4,25,2,17,1,1,0,0,9,37,14,14,3,15,2,9,0,39,0,32
02bdb7a5b2986571,6751eacd16bd59bc,Josh Culibao,L,0,0,0,55,28,36,12,90,30,39,12,0,3,1,0,38,21,27,7,17,6,8,4,0,1,1,1,14,23,23,9,9,5,6,3,32,0,7,0
3bd20b66b585d621,a845f0735bc67405,Jake Matthews,W,1,0,0,50,73,68,33,85,112,77,71,0,7,1,4,35,70,60,32,10,3,2,1,5,0,6,0,19,62,59,26,21,5,8,4,10,6,1,3
3bd20b66b585d621,103b06d8707895a9,Emil Meek,L,0,0,0,33,118,40,50,71,162,41,85,4,1,3,0,32,95,38,35,1,12,2,10,0,11,0,5,26,78,36,19,4,29,1,21,3,11,3,10
f882cf76a8bce308,cf946e03ba2e7666,Kevin Aguilar,L,0,0,0,28,28,8,9,28,28,9,9,0,0,0,0,26,22,8,4,2,4,0,3,0,2,0,2,15,28,7,9,0,0,0,0,13,0,1,0
f882cf76a8bce308,aceffa19749c4dc0,Zubaira Tukhugov,W,2,0,0,9,36,19,28,9,37,19,28,0,0,0,0,4,34,18,26,3,2,1,2,2,0,0,0,9,22,19,15,0,0,0,0,0,14,0,13
6d48f75153e4ad6b,37ed1ab2f8b819f4,Brad Riddell,W,1,0,0,28,72,18,38,36,97,20,60,8,1,3,1,10,49,13,21,7,17,4,12,11,6,1,5,12,45,15,20,8,3,2,3,8,24,1,15
6d48f75153e4ad6b,31d7446b184e3305,Magomed Mustafaev,L,0,0,0,38,46,34,28,60,56,37,36,1,11,0,8,21,23,28,10,12,11,5,7,5,12,1,11,20,27,25,12,3,10,0,8,15,9,9,8
060987bb3025a0a8,d7c3816669784109,Karolina Kowalkiewicz,L,0,0,1,93,85,85,38,157,103,97,51,5,1,1,0,59,55,79,19,20,14,3,7,14,16,3,12,73,79,78,35,7,6,3,3,13,0,4,0
060987bb3025a0a8,c41d426cc7326d1b,Yan Xiaonan,W,0,0,0,38,178,47,93,51,254,52,157,0,6,1,5,19,138,36,59,7,23,7,20,12,17,4,14,35,151,44,73,3,10,3,7,0,17,0,13
9bc18b63b07bb328,326f94d6cfb1bf25,Ben Sosoli,L,0,0,0,19,17,15,5,19,17,15,5,0,0,0,0,15,16,15,4,2,1,0,1,2,0,0,0,18,17,15,5,0,0,0,0,1,0,0,0
9bc18b63b07bb328,ab943cd2c3c17825,Marcos Rogerio de Lima,W,1,0,0,5,34,12,19,5,34,12,19,0,0,0,0,4,30,12,15,1,2,0,2,0,2,0,2,5,33,12,18,0,0,0,0,0,1,0,1
d629aa5eb31a1e38,9cdd2da1a9104a0b,Macy Chiasson,W,0,0,0,40,166,31,86,50,253,33,154,0,8,1,3,32,120,25,48,7,46,5,38,1,0,1,0,24,49,30,16,16,61,1,45,0,56,0,25
d629aa5eb31a1e38,568bbad0eaced57c,Shanna Young,L,0,0,0,86,71,80,40,154,83,99,50,3,1,5,0,48,57,72,32,38,12,8,7,0,2,0,1,16,54,33,24,45,17,16,16,25,0,31,0
5fceb95c29d929bc,e5010b1b94ca5755,Paul Felder,L,0,0,0,122,230,99,110,133,243,101,119,1,1,4,0,72,170,89,64,10,26,3,19,40,34,7,27,120,218,97,105,2,12,2,5,0,0,0,0
5fceb95c29d929bc,193b9d1858bc4df3,Dan Hooker,W,0,0,0,110,221,120,122,119,234,124,133,0,5,1,1,64,161,106,72,19,13,7,10,27,47,7,40,105,217,113,120,5,4,7,2,0,0,0,0
2b417eb1ffa56ac1,70e1f8a821b72c8b,Jimmy Crute,W,0,0,1,3,8,3,2,7,23,3,13,0,10,0,8,3,7,3,2,0,1,0,0,0,0,0,0,3,6,3,2,0,2,0,0,0,0,0,0
2b417eb1ffa56ac1,0d65c432720accb9,Michal Oleksiejczuk,L,0,0,0,2,6,6,3,13,10,10,7,8,0,2,0,2,6,5,3,0,0,1,0,0,0,0,0,2,6,4,3,0,0,2,0,0,0,0,0
51218519be104794,e7bba7ce4d6c7b07,Casey Kenney,L,0,0,0,63,118,118,45,114,120,127,47,12,0,12,0,30,87,107,22,14,17,9,10,19,14,2,13,43,112,113,42,7,6,1,3,13,0,4,0
51218519be104794,c03520b5c88ed6b4,Merab Dvalishvili,W,0,0,0,45,181,73,63,47,241,73,114,0,24,0,12,22,137,65,30,10,23,7,14,13,21,1,19,42,156,70,43,3,8,3,7,0,17,0,13
94c0819fde11364d,cc7040fe76f0ef91,Devin Clark,W,0,0,0,6,54,30,39,37,150,32,122,0,4,0,3,4,32,29,19,2,14,1,13,0,8,0,7,2,20,30,9,4,4,0,3,0,30,0,27
94c0819fde11364d,3f7dab21b6c971bc,Dequan Townsend,L,0,0,0,39,36,15,6,122,69,28,37,3,0,1,0,19,33,13,4,13,3,1,2,7,0,1,0,9,32,11,2,3,4,1,4,27,0,3,0
f3e2038bfb9b5d9d,d1941565abf50b16,Jim Miller,L,0,0,0,88,121,109,58,120,131,111,66,1,2,0,0,77,93,103,33,5,15,3,13,6,13,3,12,70,104,99,44,10,14,6,11,8,3,4,3
f3e2038bfb9b5d9d,df1eb4354d18a906,Scott Holtzman,W,0,0,0,58,197,63,88,66,231,65,120,0,1,2,1,33,180,60,77,13,8,2,5,12,9,1,6,44,169,60,70,11,16,3,10,3,12,0,8
08426f06239d903c,99506df1af6c8b3b,John Dodson,W,1,0,0,46,72,53,39,68,91,56,57,1,0,0,0,24,64,39,31,6,5,9,5,16,3,5,3,40,62,52,31,5,5,1,4,1,5,0,4
08426f06239d903c,329e403448756217,Nathaniel Wood,L,0,0,0,39,99,33,46,57,124,34,68,0,1,0,1,31,63,33,24,5,15,0,6,3,21,0,16,31,92,31,40,4,6,1,5,4,1,1,1
2dc48a745d6c662b,4b47e71384a9522f,Tim Means,L,0,0,0,49,95,72,41,49,95,72,41,0,3,0,1,37,61,70,19,5,24,2,12,7,10,0,10,49,92,70,41,0,3,2,0,0,0,0,0
2dc48a745d6c662b,8a1f3b5c526cd6e6,Daniel Rodriguez,W,1,0,1,41,121,54,49,41,121,54,49,1,0,2,0,19,107,42,37,12,7,12,5,10,7,0,7,41,119,51,49,0,2,3,0,0,0,0,0
eab100e978c730c5,f9b200db02b488d9,Lando Vannata,W,0,0,0,68,188,125,99,68,189,125,100,0,3,1,0,42,107,121,36,14,38,3,29,12,43,1,34,66,185,125,98,2,3,0,1,0,0,0,0
eab100e978c730c5,813550bc53b15fb0,Yancy Medeiros,L,0,0,0,99,193,89,68,100,193,89,68,0,1,3,0,36,163,71,42,29,17,9,14,34,13,9,12,98,191,87,66,1,2,2,2,0,0,0,0
